time,temperature_2m,relativehumidity_2m,surface_pressure,precipitation,cloudcover,direct_radiation,diffuse_radiation,windspeed_10m
19,6.9,95,997.2,0.0,100,0.0,2.0,4.9
20,6.6,95,997.4,0.0,100,0.0,0.0,5.6
21,6.3,96,997.7,0.0,100,0.0,0.0,5.6
22,6.0,95,997.9,0.1,100,0.0,0.0,5.1
23,5.7,96,997.8,0.1,100,0.0,0.0,5.0
00,5.4,96,998.0,0.1,100,0.0,0.0,5.6
01,5.2,97,998.1,0.0,100,0.0,0.0,4.8
02,4.8,97,998.3,0.0,100,0.0,0.0,6.1
03,4.8,97,998.5,0.0,100,0.0,0.0,7.2
04,4.9,97,998.7,0.1,100,0.0,0.0,8.6
05,4.9,96,999.3,0.0,100,0.0,0.0,9.2
06,4.9,96,999.7,0.0,100,0.0,0.0,9.5
07,4.8,96,1000.1,0.0,100,0.0,0.0,10.5
08,4.9,95,1000.6,0.0,100,0.0,10.0,11.7
09,5.3,94,1001.2,0.0,100,1.0,40.0,12.9
10,5.7,88,1001.9,0.0,100,12.0,87.0,12.9
11,6.5,85,1002.1,0.0,100,43.0,133.0,12.1
12,7.1,81,1002.4,0.0,100,48.0,138.0,13.0
13,7.4,78,1002.7,0.0,100,14.0,149.0,15.9
14,7.9,75,1003.2,0.0,100,26.0,198.0,17.5
15,8.0,74,1003.7,0.0,100,22.0,193.0,18.7
16,7.7,73,1004.4,0.0,100,4.0,142.0,18.2
17,7.1,74,1005.3,0.0,100,12.0,91.0,17.4
18,6.5,75,1005.8,0.0,100,2.0,41.0,17.2
19,5.8,76,1006.4,0.0,100,0.0,5.0,17.8
20,5.2,77,1007.2,0.0,100,0.0,0.0,18.8
21,4.7,77,1007.6,0.0,100,0.0,0.0,18.4
22,4.1,77,1008.1,0.0,100,0.0,0.0,18.2
23,3.8,77,1008.3,0.0,100,0.0,0.0,18.1
00,3.6,78,1008.4,0.0,95,0.0,0.0,17.7
01,3.3,79,1008.8,0.0,90,0.0,0.0,16.0
02,3.2,80,1008.9,0.0,93,0.0,0.0,16.3
03,3.0,80,1009.2,0.0,100,0.0,0.0,16.0
04,2.8,80,1009.1,0.0,100,0.0,0.0,16.8
05,2.5,80,1009.7,0.0,100,0.0,0.0,16.8
06,2.3,80,1010.3,0.0,100,0.0,0.0,17.7
07,2.1,79,1010.5,0.0,100,0.0,1.0,19.7
08,1.9,78,1011.1,0.0,98,1.0,19.0,20.9
09,2.0,75,1011.5,0.0,93,0.0,62.0,23.2
10,2.7,70,1011.8,0.0,100,54.0,142.0,22.2
11,3.2,68,1011.9,0.0,100,35.0,185.0,21.0
12,4.3,66,1011.7,0.0,96,129.0,231.0,19.1
13,5.0,64,1012.5,0.0,100,89.0,238.0,18.6
14,5.6,63,1011.7,0.0,100,95.0,224.0,17.4
15,5.9,62,1011.9,0.0,100,43.0,216.0,17.3
16,6.1,61,1011.7,0.0,100,42.0,175.0,17.1
17,5.9,61,1011.6,0.0,100,5.0,103.0,17.3
18,5.5,63,1011.5,0.0,100,0.0,47.0,15.5
19,4.9,64,1011.5,0.0,100,0.0,8.0,14.8
20,4.4,65,1011.6,0.0,100,0.0,0.0,15.5
21,4.1,65,1011.6,0.0,100,0.0,0.0,15.4
22,3.2,63,1011.3,0.0,100,0.0,0.0,14.2
23,2.9,64,1011.1,0.0,100,0.0,0.0,12.6
00,2.5,66,1010.9,0.0,100,0.0,0.0,11.5
01,2.4,67,1011.0,0.0,100,0.0,0.0,11.5
02,2.2,68,1010.6,0.0,100,0.0,0.0,11.0
03,2.1,69,1010.2,0.0,100,0.0,0.0,10.9
04,1.9,71,1009.9,0.0,100,0.0,0.0,11.3
05,1.6,72,1009.6,0.0,100,0.0,0.0,11.6
06,1.4,73,1009.8,0.0,100,0.0,0.0,11.9
07,1.4,74,1009.8,0.0,100,0.0,1.0,11.9
08,1.6,74,1009.7,0.0,100,5.0,27.0,13.0
09,2.0,72,1009.5,0.0,100,10.0,73.0,13.3
10,2.1,73,1009.6,0.0,100,1.0,120.0,12.7
11,3.2,71,1009.4,0.0,100,48.0,162.0,11.8
12,3.7,70,1009.1,0.0,100,22.0,205.0,12.3
13,4.4,70,1009.0,0.0,100,42.0,234.0,12.0
14,5.0,69,1008.4,0.0,100,27.0,251.0,11.5
15,5.4,69,1008.2,0.0,100,35.0,215.0,10.8
16,5.6,69,1007.6,0.0,100,27.0,171.0,10.9
17,5.3,70,1007.6,0.0,100,6.0,96.0,10.5
18,4.9,73,1007.3,0.0,100,0.0,42.0,9.2
19,4.3,77,1007.4,0.0,100,0.0,7.0,7.9
20,3.8,80,1007.3,0.0,100,0.0,0.0,8.8
21,3.3,83,1007.2,0.0,100,0.0,0.0,8.3
22,2.3,85,1006.8,0.0,100,0.0,0.0,7.3
23,2.0,86,1006.8,0.0,100,0.0,0.0,6.0
00,1.6,88,1006.7,0.0,100,0.0,0.0,4.6
01,1.6,88,1007.1,0.0,100,0.0,0.0,7.1
02,1.7,87,1006.8,0.0,100,0.0,0.0,7.9
03,1.7,86,1006.2,0.0,100,0.0,0.0,7.9
04,1.7,86,1005.9,0.0,100,0.0,0.0,7.6
05,1.7,85,1005.7,0.0,100,0.0,0.0,8.0
06,1.6,85,1005.8,0.0,91,0.0,0.0,8.7
07,1.6,86,1005.8,0.0,90,0.0,1.0,8.7
08,2.1,83,1005.9,0.0,91,6.0,24.0,9.0
09,2.6,81,1005.7,0.0,92,5.0,74.0,9.2
10,2.8,80,1005.9,0.0,91,31.0,107.0,7.6
11,3.6,79,1005.7,0.0,95,34.0,188.0,7.2
12,4.5,77,1005.3,0.0,100,101.0,179.0,6.6
13,5.6,75,1004.9,0.0,95,115.0,237.0,6.3
14,6.5,73,1004.6,0.0,93,131.0,254.0,4.7
15,7.3,72,1004.4,0.0,90,192.0,242.0,5.0
16,7.5,71,1003.9,0.0,90,52.0,194.0,6.4
17,7.3,70,1003.6,0.0,90,8.0,117.0,6.0
18,7.0,72,1003.3,0.0,86,1.0,57.0,4.0
19,6.4,76,1003.5,0.0,74,1.0,11.0,6.1
20,5.2,86,1003.7,0.0,70,0.0,0.0,6.5
21,4.3,89,1003.7,0.0,69,0.0,0.0,5.9
22,2.9,93,1003.2,0.0,64,0.0,0.0,6.2
23,2.9,91,1003.0,0.0,71,0.0,0.0,4.8
00,2.7,91,1002.9,0.0,56,0.0,0.0,5.2
01,1.5,95,1002.5,0.0,55,0.0,0.0,6.4
02,0.6,96,1002.2,0.0,48,0.0,0.0,7.6
03,-0.3,98,1001.9,0.0,32,0.0,0.0,8.6
04,-0.6,98,1001.4,0.0,63,0.0,0.0,7.9
05,-0.6,99,1001.5,0.0,89,0.0,0.0,6.8
06,-0.6,99,1001.5,0.0,100,0.0,0.0,6.9
07,-0.7,99,1001.4,0.0,100,0.0,2.0,5.1
08,0.7,99,1001.4,0.0,100,3.0,49.0,7.3
09,3.0,93,1001.6,0.0,100,4.0,97.0,6.5
10,4.9,87,1001.6,0.0,100,15.0,155.0,7.6
11,5.9,82,1001.5,0.1,100,13.0,208.0,9.2
12,6.5,75,1001.5,0.1,100,27.0,217.0,9.6
13,7.1,73,1001.2,0.1,97,46.0,261.0,8.8
14,7.5,72,1001.2,0.0,100,33.0,267.0,9.4
15,7.7,72,1000.8,0.0,100,21.0,205.0,9.7
16,7.7,75,1000.3,0.0,97,33.0,144.0,8.7
17,7.4,78,999.9,0.0,61,16.0,111.0,5.9
18,6.6,83,1000.0,0.0,68,9.0,47.0,4.8
19,5.7,87,999.8,0.0,59,3.0,9.0,6.2
20,5.2,89,1000.5,0.0,54,0.0,0.0,6.4
21,4.7,91,1000.4,0.0,43,0.0,0.0,7.0
22,4.2,90,1000.7,0.0,30,0.0,0.0,7.6
23,3.4,93,1000.7,0.0,40,0.0,0.0,9.1
00,2.6,94,1000.6,0.0,40,0.0,0.0,9.6
01,1.5,96,1000.7,0.0,39,0.0,0.0,10.1
02,0.7,97,1000.5,0.0,29,0.0,0.0,9.8
03,0.5,97,1000.7,0.0,28,0.0,0.0,9.4
04,0.1,97,1000.6,0.0,23,0.0,0.0,9.2
05,0.0,97,1000.9,0.0,14,0.0,0.0,9.7
06,-0.1,97,1001.2,0.0,19,0.0,0.0,9.2
07,0.1,97,1001.5,0.0,21,0.0,4.0,8.7
08,2.0,95,1002.1,0.0,12,43.0,44.0,4.7
09,5.3,89,1002.6,0.0,13,163.0,72.0,1.5
10,8.3,81,1003.2,0.0,18,275.0,101.0,1.9
11,10.7,71,1003.3,0.0,25,418.0,103.0,3.0
12,12.2,64,1003.4,0.0,27,491.0,110.0,5.0
13,13.2,57,1002.9,0.0,10,510.0,122.0,5.7
14,13.7,53,1002.8,0.0,0,392.0,174.0,6.5
15,14.1,50,1002.5,0.0,1,364.0,137.0,6.1
16,14.1,49,1002.3,0.0,2,171.0,159.0,5.6
17,13.8,53,1002.5,0.0,0,126.0,92.0,5.0
18,12.6,61,1002.4,0.0,1,49.0,45.0,7.6
19,10.4,69,1002.4,0.0,2,7.0,11.0,9.9
20,8.7,74,1002.9,0.0,2,0.0,0.0,8.5
21,7.8,77,1002.9,0.0,0,0.0,0.0,8.6
22,6.5,78,1002.9,0.0,2,0.0,0.0,9.1
23,5.7,81,1003.0,0.0,9,0.0,0.0,8.7
00,5.1,84,1003.1,0.0,14,0.0,0.0,8.1
01,4.5,86,1003.2,0.0,13,0.0,0.0,7.7
02,3.9,87,1003.1,0.0,13,0.0,0.0,7.7
03,3.7,89,1003.3,0.0,10,0.0,0.0,7.8
04,3.1,90,1003.2,0.0,21,0.0,0.0,7.9
05,2.6,90,1003.2,0.0,17,0.0,0.0,8.5
06,2.4,91,1003.4,0.0,19,0.0,0.0,8.0
07,2.3,91,1003.5,0.0,14,1.0,3.0,8.2
08,3.7,89,1003.5,0.0,6,29.0,42.0,10.0
09,7.4,77,1004.2,0.0,5,121.0,91.0,8.5
10,10.3,67,1004.4,0.0,6,284.0,104.0,9.5
11,12.5,60,1004.3,0.0,4,390.0,122.0,10.9
12,14.1,54,1003.9,0.0,5,487.0,120.0,11.5
13,14.9,51,1002.9,0.0,4,471.0,138.0,11.3
14,15.1,51,1002.3,0.0,7,346.0,123.0,10.8
15,15.4,48,1002.0,0.0,7,374.0,105.0,10.5
16,15.4,47,1001.9,0.0,4,240.0,111.0,9.9
17,15.0,52,1001.4,0.0,5,146.0,92.0,7.6
18,13.9,59,1001.3,0.0,7,43.0,62.0,6.4
19,12.1,65,1001.4,0.0,7,10.0,13.0,8.3
20,10.0,73,1001.6,0.0,11,0.0,0.0,8.9
21,8.7,78,1001.7,0.0,4,0.0,0.0,9.1
22,7.9,75,1001.8,0.0,5,0.0,0.0,9.0
23,6.7,80,1001.5,0.0,2,0.0,0.0,9.1
00,5.8,84,1001.4,0.0,1,0.0,0.0,9.3
01,5.2,86,1001.0,0.0,1,0.0,0.0,9.9
02,4.7,86,1000.8,0.0,4,0.0,0.0,10.4
03,4.5,86,1000.7,0.0,19,0.0,0.0,10.3
04,4.5,86,1000.3,0.0,44,0.0,0.0,10.4
05,4.5,85,1000.6,0.0,80,0.0,0.0,10.8
06,4.7,84,1000.4,0.0,85,0.0,0.0,11.3
07,5.0,84,1000.4,0.0,90,1.0,5.0,12.1
08,6.8,79,1000.3,0.0,89,23.0,59.0,14.2
09,9.6,72,1000.3,0.0,87,73.0,120.0,15.0
10,12.2,64,1000.1,0.0,80,207.0,151.0,16.9
11,13.9,60,1000.0,0.0,49,195.0,223.0,18.7
12,15.2,56,999.4,0.0,18,303.0,219.0,21.5
13,16.3,52,999.0,0.0,14,486.0,143.0,23.0
14,16.7,50,998.2,0.0,23,378.0,163.0,24.5
15,17.0,48,998.0,0.0,24,391.0,134.0,25.0
16,16.6,50,997.8,0.0,54,235.0,110.0,22.2
17,16.0,54,997.7,0.0,50,96.0,104.0,16.8
18,15.0,58,997.4,0.0,44,38.0,63.0,14.6
19,13.4,64,997.6,0.0,35,3.0,14.0,11.3
20,12.0,70,997.8,0.0,35,0.0,0.0,10.9
21,10.8,75,998.2,0.0,39,0.0,0.0,10.9
22,10.6,71,998.4,0.0,52,0.0,0.0,11.7
23,10.3,72,998.2,0.0,56,0.0,0.0,11.7
00,10.3,72,998.2,0.0,76,0.0,0.0,11.7
01,10.0,72,998.3,0.0,90,0.0,0.0,13.2
02,9.7,73,997.8,0.0,95,0.0,0.0,14.6
03,9.6,73,997.6,0.0,86,0.0,0.0,14.9
04,9.5,73,997.8,0.0,95,0.0,0.0,14.0
05,9.4,74,997.7,0.0,96,0.0,0.0,12.5
06,9.3,75,997.9,0.0,95,0.0,0.0,12.0
07,9.0,77,997.8,0.0,77,0.0,5.0,11.8
08,9.7,76,997.8,0.0,59,16.0,56.0,13.4
09,10.9,71,998.0,0.0,67,59.0,118.0,15.6
10,11.5,67,998.0,0.0,74,51.0,136.0,16.6
11,12.8,62,998.0,0.0,72,132.0,172.0,17.3
12,14.2,58,997.5,0.0,71,189.0,253.0,18.2
13,15.2,54,996.9,0.0,84,190.0,297.0,19.1
14,15.7,52,996.3,0.0,83,166.0,302.0,20.5
15,15.7,53,995.7,0.0,59,135.0,276.0,20.7
16,15.7,54,995.4,0.0,49,156.0,207.0,20.6
17,15.2,59,994.6,0.0,48,64.0,169.0,18.3
18,14.2,63,994.5,0.0,49,9.0,91.0,17.0
19,13.0,68,994.4,0.0,54,0.0,19.0,16.5
20,12.2,72,994.7,0.0,71,0.0,0.0,16.8
21,11.5,76,994.7,0.0,74,0.0,0.0,17.6
22,10.9,77,994.5,0.0,60,0.0,0.0,18.1
23,10.0,82,994.2,0.0,39,0.0,0.0,18.1
00,9.0,88,994.3,0.0,30,0.0,0.0,17.7
01,8.1,92,994.0,0.0,39,0.0,0.0,17.7
02,7.4,94,993.7,0.0,53,0.0,0.0,17.6
03,6.9,95,993.1,0.0,100,0.0,0.0,17.5
04,6.6,95,992.7,0.0,100,0.0,0.0,17.5
05,6.5,95,992.4,0.0,100,0.0,0.0,16.8
06,6.5,94,992.0,0.0,100,0.0,0.0,16.8
07,6.4,94,991.6,0.0,100,0.0,4.0,17.5
08,6.7,93,991.6,0.0,100,8.0,43.0,18.6
09,7.4,91,991.8,0.0,100,7.0,104.0,19.3
10,7.8,90,991.7,0.0,100,8.0,136.0,20.3
11,8.6,83,991.6,0.0,100,7.0,188.0,21.8
12,9.6,79,991.2,0.0,100,7.0,232.0,21.9
13,10.7,74,990.8,0.0,100,31.0,262.0,20.6
14,11.3,72,990.2,0.0,100,15.0,255.0,21.2
15,11.4,71,990.4,0.0,100,5.0,169.0,20.2
16,11.1,73,989.9,0.0,100,6.0,128.0,18.4
17,10.6,77,989.9,0.1,100,0.0,78.0,16.3
18,9.9,82,989.5,0.2,100,1.0,32.0,13.0
19,9.0,87,989.2,0.3,100,0.0,8.0,10.4
20,8.5,92,989.7,0.3,100,0.0,0.0,9.7
21,8.1,95,989.6,0.3,100,0.0,0.0,9.4
22,7.8,95,989.5,0.6,100,0.0,0.0,9.7
23,7.6,96,989.1,0.8,100,0.0,0.0,9.4
00,7.5,97,989.1,0.8,100,0.0,0.0,9.2
01,7.4,97,989.0,0.7,100,0.0,0.0,8.3
02,7.2,98,988.8,0.4,100,0.0,0.0,8.5
03,7.1,99,988.3,0.3,100,0.0,0.0,8.9
04,7.1,99,988.5,0.3,100,0.0,0.0,9.8
05,7.0,99,988.5,0.5,100,0.0,0.0,10.5
06,7.0,99,988.5,0.5,100,0.0,0.0,10.1
07,7.0,99,988.9,0.3,100,0.0,2.0,10.9
08,7.2,97,989.3,0.1,100,0.0,24.0,14.3
09,7.8,92,989.7,0.0,100,0.0,61.0,15.0
10,9.2,81,990.5,0.0,93,3.0,158.0,14.5
11,10.2,73,991.1,0.1,76,70.0,204.0,14.3
12,11.4,64,990.9,0.1,64,271.0,211.0,14.2
13,12.6,56,991.4,0.1,29,470.0,146.0,13.3
14,13.0,52,991.6,0.0,22,346.0,165.0,13.7
15,13.3,49,991.6,0.0,22,285.0,157.0,12.7
16,13.4,47,991.9,0.0,3,208.0,135.0,11.4
17,13.4,46,991.8,0.0,50,126.0,141.0,11.5
18,12.5,54,992.1,0.0,49,53.0,76.0,5.2
19,11.2,60,992.2,0.0,47,9.0,18.0,8.2
20,9.4,67,992.6,0.0,27,0.0,0.0,7.0
21,7.7,74,993.1,0.0,42,0.0,0.0,7.5
22,6.7,81,993.1,0.0,59,0.0,0.0,8.0
23,5.7,86,993.1,0.0,83,0.0,0.0,8.3
00,5.0,88,992.9,0.0,77,0.0,0.0,7.0
01,4.6,89,993.0,0.0,81,0.0,0.0,7.9
02,4.6,89,992.8,0.0,71,0.0,0.0,8.7
03,5.1,88,992.7,0.0,83,0.0,0.0,9.9
04,5.2,88,992.4,0.0,93,0.0,0.0,10.9
05,5.3,88,992.3,0.0,99,0.0,0.0,11.7
06,5.5,90,991.7,0.0,100,0.0,0.0,12.5
07,5.5,91,991.9,0.0,100,0.0,7.0,13.8
08,6.3,90,990.9,0.0,100,0.0,57.0,14.7
09,7.6,85,990.8,0.0,89,7.0,125.0,17.0
10,10.1,73,990.0,0.0,59,179.0,186.0,21.5
11,11.8,61,989.5,0.0,59,456.0,110.0,30.8
12,12.6,56,988.9,0.0,97,427.0,161.0,32.1
13,13.1,51,988.4,0.0,76,191.0,279.0,29.3
14,13.3,50,987.5,0.0,90,101.0,275.0,28.8
15,13.3,50,986.8,0.0,88,50.0,215.0,28.7
16,12.4,61,986.2,0.5,99,39.0,186.0,28.2
17,11.4,69,986.1,0.5,89,13.0,116.0,27.0
18,10.8,71,985.7,0.2,87,5.0,50.0,26.5
19,10.4,71,985.8,0.0,100,2.0,10.0,26.5
20,10.1,74,986.0,0.2,100,0.0,0.0,25.2
21,9.6,78,986.0,0.2,100,0.0,0.0,23.0
22,9.0,84,985.7,0.2,100,0.0,0.0,22.0
23,8.7,86,985.4,0.1,100,0.0,0.0,19.6
00,8.5,89,985.2,0.1,100,0.0,0.0,15.6
01,8.3,92,985.4,0.1,100,0.0,0.0,10.8
02,7.7,92,985.5,0.0,100,0.0,0.0,12.2
03,6.8,90,985.7,0.0,100,0.0,0.0,15.0
04,5.8,89,986.5,0.0,100,0.0,0.0,14.3
05,5.0,88,986.8,0.0,100,0.0,0.0,14.8
06,4.0,87,987.2,0.0,100,0.0,0.0,15.5
07,3.2,85,987.9,0.0,100,0.0,5.0,15.8
08,2.9,82,988.7,0.0,100,8.0,42.0,16.8
09,2.6,81,989.6,0.0,100,0.0,68.0,17.2
10,2.8,77,990.2,0.0,100,7.0,123.0,16.8
11,2.9,75,990.8,0.0,100,8.0,159.0,16.6
12,3.1,72,991.5,0.0,100,13.0,176.0,16.3
13,3.4,69,992.4,0.0,100,22.0,212.0,15.3
14,3.4,68,993.1,0.0,100,5.0,160.0,15.5
15,3.6,66,993.6,0.0,100,24.0,180.0,15.5
16,3.8,63,994.3,0.0,100,6.0,179.0,16.4
17,3.6,62,994.7,0.0,100,6.0,100.0,17.4
18,3.4,60,995.0,0.0,100,2.0,62.0,16.9
19,3.1,60,996.0,0.0,100,1.0,17.0,14.6
20,2.8,61,996.6,0.0,100,0.0,0.0,13.1
21,2.5,62,997.0,0.0,100,0.0,0.0,14.0
22,1.8,67,997.2,0.0,96,0.0,0.0,13.4
23,1.1,71,997.4,0.0,70,0.0,0.0,13.1
00,0.8,72,997.8,0.0,63,0.0,0.0,13.3
01,0.5,74,997.3,0.1,62,0.0,0.0,13.4
02,0.1,76,997.0,0.1,46,0.0,0.0,11.0
03,-0.4,79,997.7,0.1,62,0.0,0.0,10.3
04,-0.8,82,997.9,0.0,85,0.0,0.0,12.2
05,-0.8,82,998.0,0.0,100,0.0,0.0,15.3
06,-0.7,83,998.0,0.0,100,0.0,0.0,15.5
07,-0.3,83,998.6,0.0,100,0.0,8.0,14.0
08,0.4,76,998.4,0.0,100,8.0,55.0,18.4
09,1.0,73,998.4,0.0,100,9.0,110.0,19.1
10,1.6,71,998.4,0.0,100,1.0,144.0,19.4
11,2.3,70,998.4,0.0,100,9.0,191.0,18.7
12,3.1,67,998.2,0.0,100,22.0,240.0,18.8
13,3.8,65,997.9,0.0,100,12.0,263.0,20.6
14,4.4,64,997.1,0.0,100,24.0,244.0,21.3
15,4.8,63,996.8,0.0,100,22.0,224.0,21.9
16,5.0,62,996.1,0.0,100,9.0,198.0,23.2
17,4.8,62,996.1,0.0,100,4.0,115.0,23.3
18,4.7,62,995.8,0.0,100,2.0,68.0,24.8
19,4.4,63,995.7,0.0,100,0.0,16.0,22.2
20,4.2,64,995.7,0.0,100,0.0,0.0,22.6
21,4.0,65,995.3,0.0,100,0.0,0.0,23.2
22,2.8,68,994.9,0.0,100,0.0,0.0,24.5
23,2.4,68,994.5,0.0,100,0.0,0.0,25.6
00,2.2,68,994.1,0.0,92,0.0,0.0,25.3
01,1.7,69,992.8,0.0,98,0.0,0.0,24.3
02,1.4,70,992.8,0.0,97,0.0,0.0,24.7
03,1.2,69,992.5,0.0,85,0.0,0.0,23.8
04,1.0,69,992.1,0.0,64,0.0,0.0,23.3
05,0.7,70,992.2,0.0,47,0.0,0.0,23.2
06,0.4,71,992.3,0.0,16,0.0,0.0,23.0
07,0.3,73,992.1,0.0,9,4.0,9.0,22.8
08,0.6,73,992.2,0.0,7,59.0,54.0,23.0
09,1.7,69,992.1,0.0,10,183.0,83.0,24.1
10,3.1,67,992.1,0.0,11,306.0,126.0,23.6
11,4.6,62,991.8,0.0,8,396.0,153.0,24.5
12,5.9,57,991.6,0.0,20,457.0,168.0,24.0
13,7.0,51,991.0,0.0,25,457.0,166.0,22.5
14,8.1,45,991.1,0.0,40,471.0,186.0,23.0
15,8.6,41,991.3,0.0,35,413.0,160.0,23.5
16,8.8,40,991.5,0.0,40,306.0,165.0,22.0
17,8.7,44,991.3,0.0,31,248.0,108.0,18.8
18,7.7,50,991.4,0.0,5,116.0,71.0,15.6
19,6.3,57,991.6,0.0,8,14.0,27.0,13.4
20,5.4,63,992.2,0.0,14,0.0,0.0,13.3
21,4.8,67,992.5,0.0,45,0.0,0.0,12.2
22,4.4,68,992.4,0.0,100,0.0,0.0,11.6
23,4.5,68,992.4,0.0,89,0.0,0.0,12.3
00,5.0,68,992.7,0.0,65,0.0,0.0,12.7
01,5.1,71,992.7,0.1,78,0.0,0.0,12.1
02,5.0,77,992.2,0.1,92,0.0,0.0,13.6
03,4.9,82,992.9,0.1,92,0.0,0.0,15.2
04,4.7,86,993.1,0.1,99,0.0,0.0,16.4
05,4.5,88,993.3,0.2,100,0.0,0.0,17.2
06,4.4,91,993.5,0.3,100,0.0,0.0,17.2
07,4.3,93,993.9,0.3,100,0.0,7.0,16.6
08,4.6,93,994.3,0.1,100,1.0,41.0,17.2
09,5.0,92,994.8,0.1,100,1.0,72.0,19.2
10,5.2,88,995.1,0.0,100,1.0,78.0,21.1
11,5.7,85,995.5,0.0,100,1.0,95.0,21.3
12,6.2,83,995.8,0.0,100,2.0,113.0,20.9
13,6.5,83,996.3,0.0,100,1.0,108.0,16.3
14,7.3,80,996.5,0.0,100,15.0,155.0,15.8
15,8.0,78,996.3,0.0,100,29.0,167.0,15.9
16,8.4,77,996.5,0.0,98,7.0,143.0,17.1
17,8.4,77,996.3,0.0,100,2.0,100.0,18.3
18,8.2,78,996.6,0.0,100,1.0,46.0,15.9
19,7.8,80,996.7,0.0,100,0.0,10.0,14.7
20,7.6,80,996.6,0.0,100,0.0,0.0,14.7
21,7.6,79,996.9,0.0,100,0.0,0.0,15.1
22,7.1,78,996.8,0.0,100,0.0,0.0,15.0
23,7.0,77,997.1,0.0,100,0.0,0.0,14.0
00,6.8,76,997.3,0.0,100,0.0,0.0,13.9
01,6.6,74,997.7,0.0,100,0.0,0.0,14.8
02,6.4,71,997.1,0.0,100,0.0,0.0,14.8
03,6.2,68,996.9,0.0,100,0.0,0.0,14.3
04,6.1,66,997.1,0.0,100,0.0,0.0,14.0
05,5.9,67,996.9,0.0,100,0.0,0.0,15.1
06,5.7,68,997.0,0.0,100,0.0,0.0,15.3
07,5.8,71,997.2,0.0,100,0.0,9.0,15.6
08,6.2,72,997.2,0.0,100,3.0,47.0,14.5
09,7.0,69,997.4,0.0,100,15.0,109.0,15.8
10,8.4,64,997.4,0.0,100,26.0,183.0,17.1
11,9.7,59,997.5,0.0,100,80.0,224.0,17.5
12,11.0,54,997.4,0.0,99,147.0,267.0,17.3
13,11.9,51,997.5,0.0,62,140.0,287.0,16.3
14,12.0,51,997.4,0.0,87,69.0,196.0,15.0
15,12.5,50,997.0,0.0,88,25.0,214.0,15.5
16,13.0,49,997.0,0.0,92,51.0,239.0,15.3
17,12.8,53,996.2,0.0,87,26.0,170.0,11.8
18,12.0,56,996.7,0.0,86,20.0,105.0,10.4
19,10.5,61,996.4,0.0,89,3.0,32.0,9.7
20,9.3,64,996.7,0.0,90,0.0,0.0,10.3
21,8.5,65,996.9,0.0,93,0.0,0.0,11.3
22,8.6,62,996.7,0.0,93,0.0,0.0,12.7
23,8.3,64,996.7,0.0,92,0.0,0.0,12.8
00,7.9,68,996.7,0.1,90,0.0,0.0,11.0
01,7.4,74,996.9,0.2,90,0.0,0.0,10.3
02,7.0,78,996.3,0.2,100,0.0,0.0,10.9
03,6.7,81,995.7,0.3,100,0.0,0.0,14.1
04,6.4,85,995.3,0.2,89,0.0,0.0,16.7
05,6.3,83,994.6,0.1,78,0.0,0.0,18.4
06,6.3,80,994.4,0.0,94,0.0,0.0,18.4
07,6.5,77,994.0,0.0,100,3.0,10.0,18.8
08,7.1,73,993.9,0.0,100,11.0,57.0,20.4
09,8.0,70,994.0,0.1,88,77.0,105.0,19.6
10,8.4,70,994.0,0.4,81,41.0,179.0,20.8
11,8.3,74,994.0,0.6,100,12.0,203.0,20.8
12,8.5,78,993.8,1.0,100,19.0,180.0,20.4
13,8.3,86,994.3,1.1,100,2.0,154.0,21.0
14,8.6,87,993.9,1.2,100,12.0,117.0,18.4
15,8.5,89,993.8,1.1,100,0.0,67.0,19.4
16,8.4,91,993.5,1.1,100,0.0,32.0,17.7
17,8.6,93,993.7,0.6,100,0.0,39.0,16.3
18,8.4,95,993.6,0.4,100,0.0,20.0,14.5
19,8.2,96,993.9,0.4,100,0.0,6.0,11.9
20,7.9,98,994.3,0.4,100,0.0,0.0,9.0
21,7.9,97,994.7,0.2,100,0.0,0.0,6.3
22,7.6,99,995.0,0.3,100,0.0,0.0,4.6
23,7.7,98,995.2,0.2,100,0.0,0.0,0.5
00,7.6,99,995.5,0.1,100,0.0,0.0,2.2
01,7.3,99,995.9,0.0,100,0.0,0.0,4.0
02,7.4,99,996.5,0.1,100,0.0,0.0,5.8
03,7.3,99,996.9,0.0,90,0.0,0.0,6.9
04,7.3,98,997.5,0.0,90,0.0,0.0,7.5
05,7.2,98,997.8,0.0,92,0.0,0.0,8.0
06,7.1,97,998.4,0.0,90,0.0,0.0,8.4
07,7.2,96,998.8,0.0,83,0.0,7.0,7.5
08,7.7,92,999.3,0.0,86,9.0,60.0,6.5
09,8.8,87,999.6,0.0,79,41.0,123.0,4.6
10,10.1,80,999.8,0.0,84,137.0,190.0,3.4
11,11.5,69,1000.7,0.1,100,119.0,248.0,4.2
12,11.6,67,1000.8,0.0,100,0.0,199.0,6.4
13,12.1,64,1001.0,0.1,95,35.0,213.0,4.8
14,12.7,61,1000.7,0.1,92,57.0,239.0,2.3
15,12.8,60,1000.6,0.0,100,39.0,181.0,1.3
16,12.8,60,1000.6,0.0,100,2.0,152.0,1.1
17,12.7,60,1000.8,0.0,100,3.0,108.0,2.6
18,12.2,68,1001.0,0.0,100,1.0,49.0,4.1
19,11.4,72,1001.2,0.0,100,0.0,18.0,5.1
20,10.5,75,1001.2,0.0,100,0.0,0.0,5.9
