time,temperature_2m,relativehumidity_2m,surface_pressure,precipitation,cloudcover,direct_radiation,diffuse_radiation,windspeed_10m
20,2.8,89,1008.8,0.0,100,0.0,0.0,11.0
21,2.7,90,1008.9,0.0,100,0.0,0.0,10.8
22,2.5,91,1009.0,0.0,100,0.0,0.0,10.8
23,2.4,91,1009.2,0.0,100,0.0,0.0,10.8
00,2.4,91,1009.6,0.1,100,0.0,0.0,10.6
01,2.2,92,1009.9,0.0,100,0.0,0.0,9.8
02,2.1,92,1009.5,0.0,100,0.0,0.0,9.5
03,2.0,93,1009.9,0.0,100,0.0,0.0,9.5
04,2.0,92,1009.9,0.0,100,0.0,0.0,9.4
05,1.9,93,1009.8,0.0,100,0.0,0.0,9.5
06,1.8,93,1010.2,0.0,100,0.0,0.0,8.9
07,1.7,94,1010.3,0.0,100,0.0,0.0,9.2
08,1.6,94,1010.4,0.0,100,0.0,0.0,8.9
09,1.6,94,1010.7,0.1,100,0.0,4.0,9.5
10,1.7,94,1010.8,0.1,100,0.0,17.0,9.4
11,2.1,91,1011.2,0.0,100,1.0,44.0,9.7
12,2.4,89,1011.3,0.0,100,0.0,46.0,9.4
13,2.5,89,1011.4,0.1,100,0.0,35.0,8.6
14,2.6,89,1011.6,0.0,100,0.0,35.0,8.6
15,2.7,89,1011.5,0.0,100,0.0,30.0,9.0
16,2.6,90,1011.9,0.0,100,0.0,15.0,9.0
17,2.4,92,1011.9,0.1,100,0.0,2.0,9.4
18,2.2,93,1012.1,0.0,100,0.0,0.0,10.1
19,2.1,95,1012.2,0.0,100,0.0,0.0,10.5
20,2.0,95,1012.5,0.0,100,0.0,0.0,10.9
21,1.9,95,1012.9,0.0,100,0.0,0.0,11.3
22,1.8,95,1013.0,0.0,100,0.0,0.0,12.1
23,1.7,95,1013.3,0.0,100,0.0,0.0,12.2
00,1.6,94,1013.7,0.0,100,0.0,0.0,11.9
01,1.5,94,1014.3,0.0,100,0.0,0.0,12.1
02,1.4,94,1014.3,0.0,100,0.0,0.0,12.5
03,1.3,93,1014.5,0.0,100,0.0,0.0,12.6
04,1.1,94,1014.7,0.0,100,0.0,0.0,12.2
05,1.0,93,1014.8,0.0,100,0.0,0.0,12.2
06,0.9,93,1015.1,0.0,100,0.0,0.0,12.5
07,0.8,92,1015.4,0.0,100,0.0,0.0,13.8
08,0.7,92,1015.6,0.0,100,0.0,0.0,14.3
09,0.7,90,1016.3,0.0,100,0.0,7.0,15.2
10,0.5,87,1016.6,0.0,100,1.0,26.0,15.6
11,0.7,85,1016.6,0.0,100,1.0,58.0,15.8
12,0.9,83,1017.0,0.0,100,2.0,74.0,15.6
13,1.2,81,1017.0,0.0,100,4.0,96.0,15.5
14,1.2,79,1017.4,0.0,100,6.0,77.0,15.3
15,1.1,78,1017.1,0.0,100,13.0,52.0,15.9
16,0.8,77,1017.6,0.0,100,1.0,33.0,15.1
17,0.4,78,1017.5,0.0,100,0.0,3.0,15.9
18,0.1,77,1017.7,0.0,100,0.0,0.0,17.0
19,-0.3,77,1017.8,0.0,100,0.0,0.0,17.0
20,-0.5,75,1018.2,0.0,100,0.0,0.0,17.6
21,-0.7,74,1018.5,0.0,100,0.0,0.0,18.0
22,-1.3,75,1018.6,0.0,100,0.0,0.0,18.0
23,-1.5,72,1018.4,0.0,100,0.0,0.0,18.1
00,-1.6,70,1018.6,0.0,100,0.0,0.0,17.3
01,-1.9,68,1018.8,0.0,97,0.0,0.0,15.1
02,-2.1,67,1018.8,0.0,100,0.0,0.0,15.5
03,-2.3,66,1018.7,0.0,99,0.0,0.0,16.2
04,-2.6,65,1018.8,0.0,73,0.0,0.0,16.2
05,-2.9,65,1018.5,0.0,58,0.0,0.0,17.3
06,-3.2,64,1018.6,0.0,58,0.0,0.0,17.0
07,-3.5,63,1018.7,0.0,47,0.0,0.0,17.0
08,-3.6,63,1019.4,0.0,65,0.0,0.0,16.6
09,-3.5,61,1019.9,0.0,95,2.0,14.0,18.7
10,-2.9,66,1020.0,0.0,100,11.0,51.0,20.2
11,-2.4,63,1020.0,0.0,100,25.0,70.0,20.2
12,-1.7,60,1019.9,0.0,100,28.0,92.0,20.2
13,-1.0,57,1019.6,0.0,75,44.0,113.0,19.9
14,-0.4,54,1019.6,0.0,41,100.0,106.0,20.2
15,-0.4,54,1019.1,0.0,29,88.0,74.0,19.5
16,-0.8,54,1019.3,0.0,27,34.0,42.0,18.4
17,-1.7,54,1019.1,0.0,27,2.0,6.0,18.8
18,-2.1,55,1019.5,0.0,26,0.0,0.0,20.2
19,-2.5,55,1019.4,0.0,23,0.0,0.0,21.2
20,-2.9,56,1019.5,0.0,24,0.0,0.0,22.0
21,-3.2,57,1019.7,0.0,27,0.0,0.0,21.7
22,-3.8,59,1020.0,0.0,29,0.0,0.0,20.6
23,-4.0,59,1020.3,0.0,30,0.0,0.0,20.3
00,-4.2,59,1020.2,0.0,29,0.0,0.0,20.7
01,-4.4,58,1020.3,0.0,29,0.0,0.0,20.4
02,-4.5,57,1020.1,0.0,30,0.0,0.0,20.7
03,-4.6,56,1019.9,0.0,29,0.0,0.0,20.6
04,-4.7,55,1019.8,0.0,30,0.0,0.0,20.6
05,-4.8,54,1019.5,0.0,29,0.0,0.0,20.2
06,-4.9,52,1019.5,0.0,29,0.0,0.0,20.2
07,-4.7,49,1019.5,0.0,30,0.0,0.0,20.0
08,-4.4,46,1019.6,0.0,30,0.0,0.0,21.1
09,-3.9,44,1019.8,0.0,31,0.0,13.0,20.6
10,-3.4,54,1019.9,0.0,41,3.0,61.0,21.2
11,-2.4,50,1019.8,0.0,59,26.0,111.0,21.3
12,-1.4,47,1020.0,0.0,72,44.0,136.0,21.3
13,-0.5,45,1020.4,0.0,78,67.0,133.0,21.4
14,0.1,44,1019.8,0.0,71,87.0,117.0,21.3
15,0.1,46,1019.5,0.0,87,59.0,87.0,23.5
16,-0.2,45,1019.4,0.0,88,9.0,46.0,23.6
17,-0.6,45,1019.2,0.0,90,0.0,6.0,23.2
18,-0.8,45,1019.5,0.0,90,0.0,0.0,22.9
19,-1.0,45,1019.4,0.0,84,0.0,0.0,23.0
20,-1.2,45,1019.7,0.0,82,0.0,0.0,23.4
21,-1.3,44,1019.6,0.0,72,0.0,0.0,22.7
22,-1.7,43,1020.2,0.0,65,0.0,0.0,22.0
23,-1.8,42,1020.7,0.0,71,0.0,0.0,21.2
00,-2.2,41,1020.8,0.0,86,0.0,0.0,20.7
01,-2.4,40,1020.9,0.0,87,0.0,0.0,20.6
02,-2.5,39,1020.8,0.0,88,0.0,0.0,21.0
03,-2.7,38,1020.7,0.0,82,0.0,0.0,20.6
04,-3.0,38,1020.9,0.0,71,0.0,0.0,20.5
05,-3.2,37,1020.3,0.0,62,0.0,0.0,20.4
06,-3.4,36,1020.6,0.0,50,0.0,0.0,20.7
07,-3.5,36,1020.5,0.0,46,0.0,0.0,20.7
08,-3.8,36,1020.8,0.0,49,0.0,0.0,20.7
09,-3.8,37,1020.9,0.0,61,5.0,12.0,21.8
10,-2.7,43,1020.9,0.0,76,27.0,57.0,20.9
11,-1.9,41,1020.8,0.0,74,78.0,90.0,22.8
12,-1.2,40,1020.5,0.0,71,71.0,116.0,22.8
13,-0.5,38,1020.0,0.0,76,95.0,120.0,23.0
14,-0.0,38,1019.7,0.0,81,120.0,97.0,22.5
15,-0.2,41,1019.4,0.0,81,58.0,91.0,22.1
16,-0.7,41,1019.2,0.0,77,22.0,46.0,22.1
17,-1.4,42,1019.0,0.0,59,1.0,6.0,22.1
18,-1.7,43,1018.9,0.0,50,0.0,0.0,22.2
19,-1.9,44,1018.8,0.0,49,0.0,0.0,22.3
20,-2.0,45,1018.7,0.0,41,0.0,0.0,22.0
21,-2.1,46,1019.0,0.0,47,0.0,0.0,21.4
22,-2.3,46,1019.0,0.0,46,0.0,0.0,21.0
23,-2.4,47,1019.2,0.0,37,0.0,0.0,19.9
00,-2.7,48,1019.3,0.0,38,0.0,0.0,19.4
01,-3.0,51,1019.4,0.0,38,0.0,0.0,19.4
02,-3.2,53,1019.3,0.0,46,0.0,0.0,19.6
03,-3.5,57,1019.2,0.0,49,0.0,0.0,20.3
04,-3.7,59,1018.9,0.0,48,0.0,0.0,20.6
05,-3.7,61,1018.7,0.0,55,0.0,0.0,20.6
06,-3.7,63,1018.7,0.0,53,0.0,0.0,20.6
07,-3.8,64,1018.7,0.0,59,0.0,0.0,20.6
08,-3.8,65,1018.8,0.0,67,0.0,0.0,21.6
09,-3.6,65,1018.9,0.0,68,0.0,12.0,22.7
10,-2.9,66,1018.8,0.0,79,6.0,61.0,21.2
11,-2.2,63,1018.8,0.0,79,28.0,105.0,22.8
12,-1.5,61,1018.5,0.0,76,43.0,135.0,22.8
13,-0.8,59,1018.2,0.0,75,53.0,141.0,21.3
14,-0.5,58,1018.1,0.0,83,28.0,134.0,19.8
15,-0.5,60,1017.8,0.0,87,21.0,90.0,22.4
16,-0.9,61,1018.2,0.0,88,6.0,52.0,22.1
17,-1.4,62,1018.0,0.0,85,0.0,6.0,21.7
18,-1.6,63,1018.5,0.0,89,0.0,0.0,21.7
19,-1.9,65,1018.7,0.0,87,0.0,0.0,21.4
20,-2.2,65,1019.1,0.0,87,0.0,0.0,21.7
21,-2.3,66,1019.5,0.0,87,0.0,0.0,22.1
22,-2.4,65,1020.0,0.0,92,0.0,0.0,22.1
23,-2.7,67,1020.2,0.0,88,0.0,0.0,22.1
00,-3.0,67,1020.3,0.0,92,0.0,0.0,21.8
01,-3.3,69,1020.9,0.0,100,0.0,0.0,22.4
02,-3.5,69,1021.1,0.0,100,0.0,0.0,22.3
03,-3.7,71,1021.5,0.0,100,0.0,0.0,21.9
04,-3.9,72,1022.1,0.0,100,0.0,0.0,22.1
05,-4.4,74,1022.0,0.0,100,0.0,0.0,20.9
06,-4.6,75,1022.6,0.0,100,0.0,0.0,22.5
07,-4.7,74,1023.1,0.0,100,0.0,0.0,22.9
08,-4.7,74,1023.4,0.0,100,0.0,0.0,22.5
09,-4.6,72,1024.1,0.0,100,0.0,10.0,23.2
10,-4.6,72,1024.3,0.0,100,2.0,46.0,24.0
11,-4.2,70,1024.8,0.0,100,4.0,79.0,23.7
12,-3.8,68,1024.9,0.0,100,1.0,112.0,22.6
13,-3.4,66,1024.8,0.0,100,7.0,120.0,20.6
14,-3.0,65,1025.2,0.0,100,26.0,118.0,20.9
15,-3.0,64,1024.8,0.0,100,18.0,94.0,21.2
16,-3.5,64,1025.0,0.0,100,11.0,49.0,21.6
17,-4.2,65,1025.6,0.0,64,1.0,5.0,20.9
18,-4.8,65,1025.7,0.0,19,0.0,0.0,20.5
19,-5.3,64,1026.1,0.0,2,0.0,0.0,19.8
20,-5.6,63,1026.4,0.0,4,0.0,0.0,19.9
21,-5.8,63,1027.1,0.0,6,0.0,0.0,20.1
22,-6.2,63,1027.1,0.0,12,0.0,0.0,19.8
23,-6.4,62,1027.7,0.0,11,0.0,0.0,19.3
00,-6.7,59,1027.9,0.0,8,0.0,0.0,18.9
01,-6.9,56,1028.5,0.0,7,0.0,0.0,18.2
02,-7.2,54,1029.0,0.0,8,0.0,0.0,18.4
03,-7.5,53,1028.9,0.0,14,0.0,0.0,18.4
04,-7.9,53,1029.3,0.0,12,0.0,0.0,18.4
05,-8.2,54,1029.1,0.0,16,0.0,0.0,18.3
06,-8.5,55,1029.5,0.0,18,0.0,0.0,18.2
07,-8.7,56,1029.6,0.0,20,0.0,0.0,18.5
08,-8.9,56,1029.5,0.0,20,0.0,0.0,18.9
09,-8.9,55,1030.0,0.0,27,3.0,10.0,17.7
10,-9.0,61,1030.4,0.0,26,40.0,51.0,20.7
11,-8.0,56,1030.6,0.0,28,98.0,78.0,20.8
12,-7.1,52,1030.2,0.0,29,122.0,104.0,20.7
13,-6.2,49,1030.3,0.0,25,153.0,91.0,20.1
14,-5.5,47,1029.5,0.0,16,153.0,80.0,20.4
15,-5.3,46,1029.0,0.0,16,107.0,65.0,20.0
16,-5.7,48,1029.0,0.0,11,41.0,39.0,17.7
17,-6.5,51,1028.9,0.0,8,2.0,5.0,17.7
18,-6.9,52,1029.3,0.0,10,0.0,0.0,18.4
19,-7.3,54,1029.0,0.0,0,0.0,0.0,19.2
20,-7.6,56,1029.3,0.0,0,0.0,0.0,19.4
21,-7.8,58,1029.2,0.0,0,0.0,0.0,19.4
22,-8.4,60,1029.2,0.0,0,0.0,0.0,18.8
23,-8.6,61,1029.4,0.0,0,0.0,0.0,18.2
00,-8.8,61,1029.1,0.0,1,0.0,0.0,17.5
01,-9.0,62,1029.0,0.0,0,0.0,0.0,17.5
02,-9.2,62,1028.8,0.0,0,0.0,0.0,17.4
03,-9.4,63,1028.7,0.0,1,0.0,0.0,17.4
04,-9.5,63,1028.0,0.0,2,0.0,0.0,17.3
05,-9.7,64,1028.0,0.0,2,0.0,0.0,16.8
06,-9.8,65,1027.9,0.0,2,0.0,0.0,16.8
07,-10.0,66,1027.9,0.0,4,0.0,0.0,16.9
08,-10.1,67,1027.6,0.0,4,0.0,0.0,17.0
09,-9.9,67,1027.7,0.0,5,5.0,8.0,16.7
10,-9.1,68,1027.4,0.0,2,50.0,44.0,18.1
11,-7.9,63,1027.0,0.0,0,125.0,63.0,18.3
12,-6.5,58,1026.8,0.0,0,180.0,71.0,17.0
13,-5.4,55,1026.3,0.0,0,197.0,74.0,16.6
14,-4.6,52,1025.9,0.0,0,174.0,71.0,15.6
15,-4.3,51,1025.3,0.0,0,117.0,60.0,15.5
16,-4.8,53,1025.0,0.0,1,44.0,38.0,13.0
17,-5.8,57,1024.5,0.0,0,2.0,5.0,13.3
18,-6.3,58,1024.4,0.0,2,0.0,0.0,14.4
19,-6.7,59,1024.1,0.0,4,0.0,0.0,15.5
20,-7.0,60,1023.7,0.0,2,0.0,0.0,16.4
21,-7.2,60,1023.5,0.0,2,0.0,0.0,16.1
22,-7.8,60,1023.4,0.0,1,0.0,0.0,15.1
23,-8.0,60,1023.4,0.0,0,0.0,0.0,13.9
00,-8.2,60,1023.2,0.0,0,0.0,0.0,13.4
01,-8.4,60,1023.1,0.0,0,0.0,0.0,13.7
02,-8.6,60,1022.7,0.0,0,0.0,0.0,13.2
03,-8.7,61,1022.3,0.0,2,0.0,0.0,12.8
04,-8.8,61,1021.8,0.0,1,0.0,0.0,12.3
05,-8.9,61,1021.4,0.0,1,0.0,0.0,12.0
06,-9.0,61,1021.3,0.0,1,0.0,0.0,12.6
07,-9.1,62,1021.2,0.0,2,0.0,0.0,13.6
08,-9.1,62,1020.7,0.0,7,0.0,0.0,14.2
09,-8.9,61,1020.6,0.0,0,3.0,9.0,14.5
10,-8.1,65,1020.1,0.0,0,52.0,41.0,14.8
11,-6.4,57,1020.0,0.0,0,125.0,60.0,15.6
12,-4.7,50,1019.5,0.0,0,177.0,70.0,16.3
13,-3.4,45,1018.4,0.0,2,188.0,77.0,17.1
14,-2.6,42,1017.6,0.0,3,171.0,70.0,17.6
15,-2.5,42,1017.4,0.0,3,113.0,60.0,16.6
16,-3.2,44,1017.0,0.0,4,43.0,37.0,16.5
17,-4.2,47,1016.5,0.0,1,2.0,5.0,17.1
18,-4.7,48,1016.4,0.0,0,0.0,0.0,17.7
19,-5.1,49,1015.9,0.0,0,0.0,0.0,17.9
20,-5.4,52,1015.8,0.0,0,0.0,0.0,18.5
21,-5.7,55,1015.5,0.0,0,0.0,0.0,18.7
22,-6.2,61,1015.1,0.0,0,0.0,0.0,18.8
23,-6.6,65,1015.1,0.0,0,0.0,0.0,18.4
00,-6.9,68,1014.9,0.0,0,0.0,0.0,18.4
01,-7.3,71,1014.6,0.0,0,0.0,0.0,18.9
02,-7.6,72,1013.9,0.0,0,0.0,0.0,18.9
03,-7.9,73,1013.7,0.0,0,0.0,0.0,18.9
04,-8.2,73,1013.4,0.0,0,0.0,0.0,18.7
05,-8.5,73,1013.0,0.0,1,0.0,0.0,19.0
06,-8.7,73,1012.7,0.0,5,0.0,0.0,19.3
07,-8.8,72,1012.5,0.0,13,0.0,0.0,19.3
08,-8.9,72,1012.2,0.0,35,0.0,0.0,19.7
09,-8.6,71,1012.3,0.0,63,3.0,6.0,18.5
10,-7.9,72,1012.1,0.0,93,26.0,31.0,21.8
11,-6.9,69,1011.9,0.0,100,30.0,58.0,24.4
12,-5.9,66,1011.3,0.0,100,40.0,70.0,24.3
13,-5.1,65,1010.5,0.0,100,43.0,62.0,22.5
14,-4.5,63,1010.2,0.0,100,22.0,65.0,21.6
15,-4.2,64,1009.6,0.0,100,5.0,38.0,20.4
16,-4.1,65,1009.6,0.1,100,1.0,16.0,20.2
17,-4.1,66,1009.3,0.1,100,0.0,2.0,19.8
18,-4.1,68,1009.2,0.1,100,0.0,0.0,19.6
19,-4.2,70,1008.8,0.1,100,0.0,0.0,19.1
20,-4.3,71,1008.8,0.1,100,0.0,0.0,19.5
21,-4.3,72,1008.6,0.1,100,0.0,0.0,20.2
22,-4.7,75,1008.3,0.1,100,0.0,0.0,20.3
23,-4.7,76,1008.1,0.1,100,0.0,0.0,19.7
00,-4.7,77,1008.0,0.0,100,0.0,0.0,20.2
01,-4.6,77,1007.5,0.0,100,0.0,0.0,22.0
02,-4.4,77,1007.6,0.0,100,0.0,0.0,17.9
03,-4.3,78,1007.6,0.0,100,0.0,0.0,15.9
04,-4.1,78,1007.1,0.0,100,0.0,0.0,16.4
05,-4.0,79,1007.1,0.1,100,0.0,0.0,16.1
06,-3.7,80,1007.0,0.1,100,0.0,0.0,17.5
07,-3.5,81,1007.1,0.2,100,0.0,0.0,16.6
08,-3.3,82,1007.2,0.4,100,0.0,0.0,17.0
09,-3.0,84,1007.4,0.6,100,0.0,2.0,15.3
10,-2.7,86,1007.8,0.4,100,1.0,25.0,15.5
11,-2.2,85,1008.0,0.3,100,7.0,48.0,15.7
12,-1.8,85,1008.0,0.2,100,0.0,56.0,14.5
13,-1.3,85,1008.1,0.2,100,1.0,66.0,12.9
14,-1.1,87,1008.1,0.3,100,1.0,51.0,13.5
15,-1.1,89,1007.8,0.4,100,0.0,34.0,13.2
16,-1.2,91,1008.0,0.5,100,0.0,17.0,11.8
17,-1.2,93,1007.9,0.6,100,0.0,2.0,11.7
18,-1.0,94,1007.8,1.0,100,0.0,0.0,11.7
19,-0.8,94,1007.7,0.7,100,0.0,0.0,12.2
20,-0.5,93,1007.5,0.4,100,0.0,0.0,13.0
21,-0.3,93,1007.3,0.3,100,0.0,0.0,12.3
22,-0.6,93,1007.0,0.2,100,0.0,0.0,12.1
23,-0.3,93,1007.1,0.2,100,0.0,0.0,12.8
00,-0.1,93,1007.0,0.3,100,0.0,0.0,13.4
01,0.2,93,1006.4,0.3,100,0.0,0.0,13.7
02,0.4,94,1006.5,0.3,100,0.0,0.0,14.1
03,0.5,94,1006.1,0.4,100,0.0,0.0,13.4
04,0.6,95,1005.8,0.4,100,0.0,0.0,14.5
05,0.7,95,1005.5,0.7,100,0.0,0.0,16.0
06,0.7,95,1004.8,0.3,100,0.0,0.0,16.7
07,0.7,96,1004.8,0.3,100,0.0,0.0,15.5
08,0.9,96,1004.9,0.3,100,0.0,0.0,15.8
09,1.0,96,1005.0,0.4,100,0.0,1.0,15.6
10,1.5,97,1004.8,0.0,100,0.0,13.0,15.7
11,1.8,97,1004.8,0.2,100,3.0,35.0,16.2
12,2.1,96,1004.2,0.3,100,0.0,43.0,16.5
13,2.1,96,1003.7,0.6,100,0.0,37.0,17.2
14,2.2,95,1003.6,0.8,100,1.0,32.0,17.0
15,2.2,95,1003.0,1.0,100,0.0,20.0,17.8
16,2.2,95,1003.1,0.9,100,0.0,10.0,18.1
17,2.2,95,1002.6,0.8,100,0.0,1.0,17.9
18,2.2,95,1002.5,0.7,100,0.0,0.0,18.6
19,2.2,96,1002.0,0.5,100,0.0,0.0,18.9
20,2.1,96,1001.9,0.4,100,0.0,0.0,19.7
21,2.1,96,1001.6,0.2,100,0.0,0.0,19.5
22,2.2,97,1001.4,0.0,100,0.0,0.0,19.1
23,2.3,96,1001.7,0.1,100,0.0,0.0,18.3
00,2.5,97,1001.7,0.2,100,0.0,0.0,16.9
01,2.6,97,1001.1,0.4,100,0.0,0.0,15.3
02,2.7,98,1001.4,0.1,100,0.0,0.0,14.6
03,2.9,98,1001.0,0.0,100,0.0,0.0,13.6
04,3.0,98,1001.1,0.1,100,0.0,0.0,12.5
05,3.0,99,1000.8,0.1,100,0.0,0.0,12.2
06,3.1,99,1000.3,0.1,100,0.0,0.0,12.2
07,3.2,99,1000.5,0.1,100,0.0,0.0,12.5
08,3.4,99,1000.7,0.0,100,0.0,0.0,12.6
09,3.5,99,1000.6,0.1,100,0.0,2.0,12.2
10,3.5,99,1000.4,0.1,100,0.0,19.0,13.2
11,3.8,99,1000.4,0.1,100,0.0,34.0,14.6
12,4.3,99,999.9,0.0,100,1.0,48.0,16.2
13,4.7,99,998.9,0.0,100,1.0,58.0,18.7
14,5.0,99,998.4,0.0,100,0.0,52.0,20.3
15,5.1,99,997.6,0.0,100,0.0,29.0,21.3
16,5.3,99,997.0,0.0,100,1.0,16.0,22.1
17,5.7,99,996.4,0.0,100,0.0,1.0,23.2
18,6.2,98,996.0,0.3,100,0.0,0.0,24.2
19,6.8,97,995.5,0.8,100,0.0,0.0,25.7
20,7.1,96,995.1,0.8,100,0.0,0.0,25.9
21,7.2,96,995.0,0.7,100,0.0,0.0,25.0
22,7.4,96,994.9,0.1,100,0.0,0.0,24.7
23,7.5,96,995.0,0.1,100,0.0,0.0,23.9
00,7.7,95,994.9,0.0,100,0.0,0.0,22.1
01,7.9,94,995.4,0.0,100,0.0,0.0,19.9
02,7.9,94,995.5,0.1,100,0.0,0.0,19.5
03,7.9,94,995.3,0.1,100,0.0,0.0,20.0
04,7.9,94,995.3,0.1,100,0.0,0.0,19.4
05,7.9,95,995.3,0.0,100,0.0,0.0,18.3
06,8.0,95,995.2,0.0,100,0.0,0.0,18.6
07,8.0,95,995.2,0.0,100,0.0,0.0,19.6
08,8.0,95,994.9,0.0,100,0.0,0.0,21.3
09,7.9,94,995.2,0.0,100,0.0,3.0,22.3
10,7.4,95,995.4,0.0,100,0.0,18.0,23.3
11,7.5,93,995.6,0.0,100,0.0,34.0,24.2
12,7.5,91,995.6,0.0,100,0.0,58.0,24.6
13,7.6,87,995.5,0.0,100,6.0,56.0,24.4
14,7.6,84,994.8,0.0,83,7.0,53.0,24.1
15,7.9,79,994.4,0.0,66,37.0,66.0,23.8
16,7.6,75,994.2,0.0,100,9.0,39.0,22.9
17,7.8,70,993.5,0.0,100,0.0,2.0,24.6
18,7.8,67,993.2,0.0,83,0.0,0.0,26.2
19,7.5,66,992.7,0.0,96,0.0,0.0,27.2
20,7.3,66,992.6,0.0,92,0.0,0.0,28.8
21,6.5,75,992.3,1.6,100,0.0,0.0,30.2
22,6.6,74,992.2,0.8,100,0.0,0.0,30.8
23,6.2,78,992.0,0.6,100,0.0,0.0,31.3
00,5.8,85,992.1,1.7,100,0.0,0.0,30.3
01,5.7,86,991.7,0.9,100,0.0,0.0,28.8
02,5.6,87,992.2,0.9,100,0.0,0.0,27.6
03,5.6,88,992.3,0.2,100,0.0,0.0,26.5
04,5.5,88,992.0,0.3,100,0.0,0.0,25.5
05,5.5,90,991.7,0.4,100,0.0,0.0,26.3
06,5.5,91,991.4,0.5,100,0.0,0.0,27.7
07,5.5,91,991.6,0.5,97,0.0,0.0,27.8
08,5.7,91,991.3,0.1,100,0.0,0.0,26.7
09,5.7,90,991.5,0.0,100,0.0,2.0,25.8
10,5.0,88,991.6,0.1,100,0.0,26.0,26.1
11,4.9,90,991.5,0.2,100,0.0,33.0,26.0
12,5.1,89,991.2,0.7,100,0.0,34.0,26.3
13,5.2,90,990.6,0.9,100,0.0,38.0,24.7
14,5.2,90,990.5,0.7,100,0.0,31.0,24.2
15,5.1,89,990.5,0.7,100,0.0,18.0,24.7
16,5.0,90,990.4,0.9,100,0.0,9.0,24.7
17,4.9,90,990.5,0.9,100,0.0,1.0,24.3
18,4.9,90,990.5,0.8,100,0.0,0.0,24.0
19,4.9,92,990.6,0.8,100,0.0,0.0,22.5
20,5.0,93,990.6,0.8,100,0.0,0.0,20.5
21,5.1,94,990.9,0.4,100,0.0,0.0,19.1
22,4.7,94,990.8,0.5,100,0.0,0.0,18.8
23,4.7,95,991.3,0.1,100,0.0,0.0,17.4
00,4.8,96,991.6,0.1,100,0.0,0.0,13.7
01,4.5,98,992.4,0.2,100,0.0,0.0,10.6
02,3.6,99,992.5,0.0,100,0.0,0.0,9.6
03,2.4,99,993.6,0.0,100,0.0,0.0,9.9
04,1.3,98,994.1,0.0,100,0.0,0.0,9.7
05,0.4,94,994.7,0.0,100,0.0,0.0,9.5
06,-0.2,94,994.8,0.0,100,0.0,0.0,8.7
07,-0.6,93,995.0,0.0,100,0.0,0.0,6.6
08,-0.8,93,995.0,0.0,100,0.0,0.0,5.3
09,-0.9,92,995.0,0.0,100,0.0,3.0,4.9
10,-0.3,93,995.0,0.0,100,0.0,27.0,5.9
11,0.0,93,994.5,0.0,100,0.0,51.0,7.1
12,0.7,92,994.2,0.0,100,5.0,90.0,6.4
13,1.0,93,993.7,0.1,100,10.0,47.0,5.4
14,1.1,95,992.5,0.3,100,0.0,35.0,7.9
15,1.2,99,991.6,0.6,100,0.0,29.0,9.4
16,1.3,99,989.5,1.2,100,0.0,7.0,13.9
17,1.4,99,987.6,2.1,100,0.0,1.0,13.6
18,1.1,99,985.9,3.6,100,0.0,0.0,10.1
19,0.9,99,984.9,4.4,100,0.0,0.0,5.7
20,0.6,99,984.0,3.1,100,0.0,0.0,11.5
21,0.2,97,983.5,1.4,100,0.0,0.0,14.2
22,1.0,98,984.6,0.1,100,0.0,0.0,19.1
23,-0.5,95,985.6,0.1,100,0.0,0.0,21.4
00,-1.2,94,987.0,0.2,100,0.0,0.0,22.7
01,-1.3,92,987.7,0.3,100,0.0,0.0,23.5
02,-1.3,91,989.4,0.3,100,0.0,0.0,26.2
03,-1.5,90,991.0,0.2,100,0.0,0.0,26.8
04,-1.7,89,992.4,0.1,90,0.0,0.0,25.3
05,-1.9,88,993.8,0.0,90,0.0,0.0,23.9
06,-1.8,88,995.2,0.0,90,0.0,0.0,23.0
07,-1.8,88,996.4,0.0,90,0.0,0.0,21.8
08,-1.9,88,997.9,0.0,90,0.0,0.0,21.1
09,-2.2,88,999.3,0.0,90,0.0,3.0,20.3
10,-2.6,86,1000.6,0.0,89,2.0,33.0,19.2
11,-2.8,84,1001.7,0.0,90,0.0,66.0,18.6
12,-2.9,80,1003.0,0.0,90,4.0,84.0,19.2
13,-3.2,78,1003.2,0.0,88,2.0,100.0,19.8
14,-3.3,78,1004.2,0.0,89,12.0,89.0,18.2
15,-3.5,79,1004.8,0.0,86,13.0,67.0,15.0
16,-3.6,80,1005.9,0.0,84,7.0,37.0,12.6
17,-3.9,83,1006.4,0.0,78,0.0,4.0,9.7
18,-4.2,85,1006.7,0.0,82,0.0,0.0,7.5
19,-4.4,86,1007.2,0.0,84,0.0,0.0,7.7
20,-4.4,87,1008.2,0.0,83,0.0,0.0,8.7
21,-4.4,88,1008.5,0.0,80,0.0,0.0,8.7
22,-4.7,90,1009.0,0.0,86,0.0,0.0,7.7
23,-5.1,90,1009.2,0.0,86,0.0,0.0,6.6
00,-5.6,91,1009.6,0.0,98,0.0,0.0,5.6
01,-6.0,91,1009.8,0.0,100,0.0,0.0,6.9
02,-6.5,91,1010.1,0.0,100,0.0,0.0,5.1
03,-6.8,91,1010.1,0.0,100,0.0,0.0,5.5
04,-7.0,91,1009.8,0.0,100,0.0,0.0,6.3
05,-7.2,90,1009.5,0.0,65,0.0,0.0,7.1
06,-7.5,88,1009.0,0.0,85,0.0,0.0,8.9
